date,timestamp,open,high,low,close,volume,source_symbol,source
2025-04-18,,16.976,16.976,16.976,16.976,,,
2025-04-21,,16.985,16.985,16.985,16.985,,,
2025-04-22,,17.026,17.026,17.026,17.026,,,
2025-04-23,,16.99,16.99,16.99,16.99,,,
2025-04-24,,16.965,16.965,16.965,16.965,,,
2025-04-25,,16.853,16.853,16.853,16.853,,,
2025-04-28,,16.889,16.889,16.889,16.889,,,
2025-04-29,,17.037,17.037,17.037,17.037,,,
2025-04-30,,17.102,17.102,17.102,17.102,,,
2025-05-02,,17.326,17.326,17.326,17.326,,,
2025-05-05,,17.474,17.474,17.474,17.474,,,
2025-05-06,,17.439,17.439,17.439,17.439,,,
2025-05-07,,16.981,16.981,16.981,16.981,,,
2025-05-08,,17.091,17.091,17.091,17.091,,,
2025-05-12,,16.785,16.785,16.785,16.785,,,
2025-05-13,,16.959,16.959,16.959,16.959,,,
2025-05-14,,17.202,17.202,17.202,17.202,,,
2025-05-15,,17.073,17.073,17.073,17.073,,,
2025-05-16,,16.981,16.981,16.981,16.981,,,
2025-05-19,,16.827,16.827,16.827,16.827,,,
2025-05-20,,16.835,16.835,16.835,16.835,,,
2025-05-21,,16.874,16.874,16.874,16.874,,,
2025-05-22,,16.823,16.823,16.823,16.823,,,
2025-05-23,,16.946,16.946,16.946,16.946,,,
2025-05-26,,16.839,16.839,16.839,16.839,,,
2025-05-27,,16.866,16.866,16.866,16.866,,,
2025-05-28,,16.673,16.673,16.673,16.673,,,
2025-05-29,,16.438,16.438,16.438,16.438,,,
2025-05-30,,16.374,16.374,16.374,16.374,,,
2025-06-02,,16.34,16.34,16.34,16.34,,,
2025-06-03,,16.193,16.193,16.193,16.193,,,
2025-06-04,,15.548,15.548,15.548,15.548,,,
2025-06-05,,15.59,15.59,15.59,15.59,,,
2025-06-06,,15.671,15.671,15.671,15.671,,,
2025-06-09,,15.888,15.888,15.888,15.888,,,
2025-06-10,,15.924,15.924,15.924,15.924,,,
2025-06-11,,15.52,15.52,15.52,15.52,,,
2025-06-13,,15.58,15.58,15.58,15.58,,,
2025-06-16,,15.762,15.762,15.762,15.762,,,
2025-06-17,,15.907,15.907,15.907,15.907,,,
2025-06-18,,15.803,15.803,15.803,15.803,,,
2025-06-19,,15.721,15.721,15.721,15.721,,,
2025-06-20,,15.531,15.531,15.531,15.531,,,
2025-06-23,,15.575,15.575,15.575,15.575,,,
2025-06-24,,15.589,15.589,15.589,15.589,,,
2025-06-25,,15.196,15.196,15.196,15.196,,,
2025-06-26,,14.978,14.978,14.978,14.978,,,
2025-06-27,,14.877,14.877,14.877,14.877,,,
2025-06-30,,14.706,14.706,14.706,14.706,,,
2025-07-01,,14.635,14.635,14.635,14.635,,,
2025-07-02,,14.696,14.696,14.696,14.696,,,
2025-07-03,,14.659,14.659,14.659,14.659,,,
2025-07-06,,14.601,14.601,14.601,14.601,,,
2025-07-07,,14.64,14.64,14.64,14.64,,,
2025-07-08,,14.726,14.726,14.726,14.726,,,
2025-07-09,,14.602,14.602,14.602,14.602,,,
2025-07-10,,14.637,14.637,14.637,14.637,,,
2025-07-13,,14.565,14.565,14.565,14.565,,,
2025-07-14,,14.467,14.467,14.467,14.467,,,
