date,timestamp,open,high,low,close
2026-06-02,1780358400,0.83499997854233,0.83499997854233,0.80500000715256,0.80500000715256
2026-06-03,1780444800,0.85500001907349,0.85500001907349,0.85500001907349,0.85500001907349
2026-06-04,1780531200,0.86000001430511,0.86000001430511,0.86000001430511,0.86000001430511
2026-06-05,1780617600,0.88499999046326,0.88499999046326,0.88499999046326,0.88499999046326
2026-06-08,1780876800,0.87699997425079,0.87699997425079,0.87699997425079,0.87699997425079
2026-06-09,1780963200,0.88499999046326,0.8870000243187,0.88499999046326,0.8870000243187
2026-06-10,1781049600,0.89399999380112,0.89399999380112,0.89399999380112,0.88200002908707
2026-06-11,1781136000,0.91600000858307,0.91699999570847,0.91500002145767,0.91699999570847
2026-06-12,1781222400,0.93199998140335,0.94499999284744,0.92699998617172,0.92699998617172
2026-06-15,1781481600,0.94199997186661,0.94199997186661,0.93999999761581,0.94199997186661
2026-06-16,1781568000,0.91399997472763,0.91699999570847,0.91399997472763,0.91699999570847
2026-06-17,1781654400,0.94999998807907,0.94999998807907,0.94999998807907,0.94999998807907
2026-06-18,1781740800,0.91500002145767,0.93999999761581,0.91500002145767,0.93999999761581
2026-06-19,1781827200,0.93999999761581,0.93999999761581,0.93999999761581,0.93999999761581
2026-06-22,1782086400,0.92699998617172,0.92699998617172,0.92699998617172,0.92699998617172
2026-06-23,1782172800,0.91500002145767,0.93999999761581,0.91000002622604,0.93999999761581
2026-06-24,1782259200,0.91000002622604,0.91000002622604,0.90499997138977,0.90499997138977
2026-06-25,1782345600,0.89999997615814,0.89999997615814,0.89999997615814,0.89999997615814
2026-06-26,1782432000,0.9200000166893,0.9200000166893,0.9200000166893,0.9200000166893
2026-06-29,1782691200,0.91299998760223,0.91299998760223,0.91299998760223,0.91299998760223
2026-06-30,1782777600,0.91500002145767,0.91500002145767,0.91500002145767,0.91500002145767
2026-07-01,1782864000,0.89700001478195,0.93000000715256,0.89700001478195,0.92500001192093
2026-07-02,1782950400,0.92900002002716,0.92900002002716,0.92900002002716,0.92900002002716
